1,0
2,0
3,0
4,0
0,5
5,0
6,5
0,7
7,0
8,7
9,7
10,7
0,11
11,0
12,11
13,11
0,14
14,0
15,14
0,16
16,0
17,16
18,16
0,19
19,0
20,19
0,21
21,0
22,21
0,23
23,0
24,23
0,25
25,0
26,25
0,27
27,0
28,27
0,29
29,0
30,29
0,31
31,0
32,31
0,33
33,0
34,33
35,33
0,36
36,0
37,36
0,38
38,0
39,38
0,40
40,0
41,40
42,40
0,43
43,0
0,44
44,0
45,44
0,46
46,0
47,46
0,48
48,0
49,48
50,48
51,48
0,52
52,0
53,52
54,52
55,52
56,52
0,57
57,0
58,57
0,59
59,0
60,59
0,61
61,0
62,61
0,63
63,0
64,63
65,63
66,63
0,67
67,0
68,67
69,67
70,67
71,67
72,67
73,67
74,67
75,67
76,67
0,77
77,0
78,77
0,79
79,0
80,79
0,81
81,0
82,81
83,81
84,81
85,81
86,81
87,81
88,81
0,89
89,0
90,89
0,91
91,0
92,91
93,91
0,94
94,0
95,94
0,96
96,0
97,96
0,98
98,0
99,98
0,100
100,0
101,100
102,100
0,103
103,0
104,103
0,105
105,0
106,105
0,107
107,0
108,107
0,109
109,0
110,109
0,111
111,0
112,111
113,111
0,114
114,0
115,114
116,114
0,117
117,0
118,117
0,119
119,0
120,119
0,121
121,0
122,121
123,121
0,124
124,0
125,124
126,124
127,124
0,128
128,0
129,128
0,130
130,0
131,130
0,132
132,0
133,132
