1,0
2,0
3,0
4,0
5,0
0,6
6,0
7,6
0,8
8,0
9,8
10,8
0,11
11,0
12,11
13,11
0,14
14,0
15,14
0,16
16,0
17,16
18,16
0,19
19,0
20,19
21,19
0,22
22,0
23,22
24,22
0,25
25,0
26,25
0,27
27,0
28,27
0,29
29,0
30,29
31,29
0,32
32,0
33,32
34,32
0,35
35,0
36,35
37,35
38,35
0,39
39,0
40,39
0,41
41,0
42,41
0,43
43,0
44,43
45,43
0,46
46,0
47,46
48,46
49,46
50,46
51,46
0,52
52,0
53,52
54,52
0,55
55,0
56,55
57,55
58,55
0,59
59,0
60,59
0,61
61,0
62,61
0,63
63,0
64,63
0,65
65,0
66,65
0,67
67,0
68,67
0,69
69,0
70,69
0,71
71,0
72,71
73,71
74,71
0,75
75,0
76,75
0,77
77,0
78,77
0,79
79,0
80,79
81,79
82,79
0,83
83,0
84,83
85,83
0,86
86,0
87,86
88,86
0,89
89,0
90,89
0,91
91,0
92,91
0,93
93,0
94,93
0,95
95,0
96,95
97,95
0,98
98,0
99,98
100,98
101,98
102,98
103,98
104,98
105,98
106,98
0,107
107,0
108,107
109,107
0,110
110,0
111,110
0,112
112,0
113,112
0,114
114,0
115,114
0,116
116,0
117,116
118,116
119,116
120,116
121,116
122,116
123,116
124,116
125,116
126,116
127,116
128,116
129,116
130,116
0,131
131,0
132,131
0,133
133,0
134,133
0,135
135,0
136,135
