1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
0,9
9,0
10,9
11,9
12,9
13,9
14,9
0,15
15,0
16,15
0,17
17,0
18,17
19,17
20,17
0,21
21,0
22,21
0,23
23,0
24,23
0,25
25,0
26,25
0,27
27,0
28,27
0,29
29,0
30,29
31,29
0,32
32,0
33,32
34,32
35,32
36,32
0,37
37,0
38,37
0,39
39,0
40,39
0,41
41,0
42,41
0,43
43,0
44,43
45,43
46,43
47,43
0,48
48,0
49,48
50,48
0,51
51,0
52,51
0,53
53,0
54,53
55,53
0,56
56,0
57,56
58,56
0,59
59,0
60,59
61,59
0,62
62,0
63,62
64,62
65,62
66,62
67,62
0,68
68,0
69,68
0,70
70,0
71,70
72,70
0,73
73,0
74,73
75,73
0,76
76,0
77,76
0,78
78,0
79,78
0,80
80,0
81,80
82,80
83,80
84,80
0,85
85,0
86,85
0,87
87,0
88,87
89,87
90,87
91,87
92,87
0,93
93,0
94,93
95,93
96,93
97,93
0,98
98,0
99,98
0,100
100,0
101,100
0,102
102,0
103,102
0,104
104,0
105,104
0,106
106,0
107,106
108,106
109,106
110,106
0,111
111,0
112,111
113,111
114,111
0,115
115,0
116,115
117,115
118,115
119,115
120,115
121,115
0,122
122,0
123,122
0,124
124,0
125,124
0,126
126,0
127,126
0,128
128,0
129,128
0,130
130,0
131,130
132,130
