1,0
2,0
3,0
4,0
5,0
6,0
7,0
0,8
8,0
9,8
10,8
0,11
11,0
12,11
13,11
14,11
0,15
15,0
16,15
0,17
17,0
18,17
0,19
19,0
0,20
20,0
21,20
22,20
23,20
24,20
25,20
26,20
27,20
28,20
0,29
29,0
30,29
0,31
31,0
32,31
33,31
0,34
34,0
35,34
36,34
37,34
38,34
39,34
40,34
0,41
41,0
42,41
43,41
0,44
44,0
45,44
0,46
46,0
47,46
0,48
48,0
49,48
0,50
50,0
51,50
52,50
53,50
0,54
54,0
55,54
56,54
57,54
58,54
0,59
59,0
60,59
61,59
62,59
0,63
63,0
64,63
0,65
65,0
66,65
0,67
67,0
68,67
69,67
70,67
71,67
72,67
73,67
0,74
74,0
75,74
76,74
77,74
78,74
0,79
79,0
80,79
81,79
0,82
82,0
83,82
84,82
85,82
0,86
86,0
87,86
0,88
88,0
89,88
90,88
91,88
0,92
92,0
93,92
94,92
95,92
96,92
97,92
98,92
0,99
99,0
100,99
0,101
101,0
102,101
0,103
103,0
104,103
0,105
105,0
106,105
0,107
107,0
108,107
0,109
109,0
110,109
111,109
0,112
112,0
113,112
114,112
0,115
115,0
116,115
117,115
118,115
119,115
0,120
120,0
121,120
122,120
123,120
124,120
