1,0
2,0
3,0
4,0
5,0
6,0
0,7
7,0
8,7
0,9
9,0
10,9
0,11
11,0
12,11
0,13
13,0
14,13
15,13
0,16
16,0
17,16
18,16
19,16
0,20
20,0
21,20
22,20
23,20
0,24
24,0
25,24
0,26
26,0
27,26
28,26
0,29
29,0
30,29
31,29
0,32
32,0
33,32
34,32
35,32
36,32
37,32
38,32
39,32
0,40
40,0
41,40
0,42
42,0
43,42
44,42
45,42
46,42
47,42
48,42
49,42
50,42
51,42
52,42
0,53
53,0
54,53
0,55
55,0
56,55
0,57
57,0
58,57
59,57
60,57
61,57
0,62
62,0
63,62
64,62
65,62
66,62
67,62
68,62
69,62
0,70
70,0
71,70
0,72
72,0
73,72
0,74
74,0
75,74
0,76
76,0
77,76
0,78
78,0
79,78
0,80
80,0
81,80
0,82
82,0
83,82
0,84
84,0
85,84
0,86
86,0
87,86
0,88
88,0
89,88
90,88
91,88
0,92
92,0
93,92
0,94
94,0
95,94
96,94
97,94
98,94
0,99
99,0
100,99
101,99
102,99
103,99
104,99
105,99
0,106
106,0
107,106
0,108
108,0
109,108
0,110
110,0
111,110
112,110
113,110
114,110
115,110
0,116
116,0
117,116
0,118
118,0
119,118
0,120
120,0
121,120
0,122
122,0
123,122
0,124
124,0
125,124
126,124
127,124
128,124
129,124
130,124
131,124
132,124
133,124
0,134
134,0
135,134
0,136
136,0
137,136
0,138
138,0
139,138
0,140
140,0
141,140
0,142
142,0
143,142
144,142
0,145
145,0
146,145
0,147
147,0
148,147
0,149
149,0
150,149
0,151
151,0
152,151
0,153
153,0
154,153
0,155
155,0
156,155
0,157
157,0
158,157
159,157
160,157
0,161
161,0
162,161
0,163
163,0
164,163
165,163
