0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,0
7,-1
8,-1
9,0
10,-1
11,0
12,-1
13,0
14,-1
15,1
16,-1
17,0
18,-1
19,-1
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,0
30,-1
31,-1
32,-1
33,-1
34,-1
35,-1
36,-1
37,-1
38,0
39,-1
40,0
41,-1
42,0
43,-1
44,0
45,-1
46,0
47,-1
48,0
49,-1
50,0
51,-1
52,-1
53,-1
54,-1
55,-1
56,0
57,-1
58,0
59,-1
60,-1
61,-1
62,-1
63,-1
64,-1
65,-1
66,-1
67,-1
68,-1
69,-1
70,-1
71,0
72,-1
73,-1
74,-1
75,-1
76,0
77,-1
78,0
79,-1
80,-1
81,0
82,-1
83,0
84,-1
85,0
86,-1
87,0
88,-1
89,-1
90,-1
91,-1
92,-1
93,0
94,-1
95,0
96,-1
97,-1
98,-1
99,0
100,-1
101,0
102,-1
103,-1
104,-1
105,-1
106,-1
107,0
108,-1
109,0
110,-1
111,0
112,-1
113,-1
114,-1
115,-1
116,-1
117,0
118,-1
119,-1
120,0
121,-1
122,0
123,-1
124,-1
125,0
126,-1
127,-1
128,0
129,-1
130,-1
131,-1
132,0
133,-1
134,-1
