1,0
2,0
3,0
4,0
0,5
5,0
6,5
0,7
7,0
0,8
8,0
9,8
10,8
11,8
0,12
12,0
13,12
0,14
14,0
15,14
0,16
16,0
17,16
18,16
19,16
20,16
21,16
22,16
23,16
24,16
25,16
26,16
27,16
28,16
29,16
30,16
31,16
32,16
33,16
34,16
0,35
35,0
0,36
36,0
37,36
0,38
38,0
0,39
39,0
0,40
40,0
41,40
0,42
42,0
43,42
0,44
44,0
45,44
0,46
46,0
47,46
0,48
48,0
49,48
0,50
50,0
51,50
52,50
0,53
53,0
0,54
54,0
0,55
55,0
56,55
57,55
0,58
58,0
0,59
59,0
0,60
60,0
0,61
61,0
62,61
0,63
63,0
0,64
64,0
65,64
0,66
66,0
67,66
0,68
68,0
69,68
70,68
0,71
71,0
