1,0
2,0
3,0
4,0
5,0
6,0
0,7
7,0
8,7
0,9
9,0
10,9
11,9
0,12
12,0
13,12
0,14
14,0
15,14
16,14
17,14
0,18
18,0
19,18
0,20
20,0
21,20
0,22
22,0
23,22
0,24
24,0
25,24
0,26
26,0
27,26
0,28
28,0
29,28
0,30
30,0
31,30
0,32
32,0
33,32
34,32
35,32
36,32
0,37
37,0
38,37
39,37
0,40
40,0
41,40
42,40
0,43
43,0
44,43
45,43
46,43
47,43
48,43
49,43
0,50
50,0
51,50
52,50
53,50
54,50
55,50
0,56
56,0
57,56
0,58
58,0
59,58
0,60
60,0
61,60
0,62
62,0
63,62
64,62
0,65
65,0
66,65
0,67
67,0
68,67
69,67
70,67
0,71
71,0
72,71
0,73
73,0
74,73
0,75
75,0
76,75
77,75
78,75
79,75
80,75
81,75
82,75
83,75
0,84
84,0
85,84
0,86
86,0
87,86
88,86
89,86
0,90
90,0
0,91
91,0
92,91
93,91
94,91
95,91
0,96
96,0
97,96
0,98
98,0
99,98
100,98
101,98
102,98
103,98
104,98
0,105
105,0
106,105
0,107
107,0
108,107
0,109
109,0
110,109
111,109
0,112
112,0
113,112
0,114
114,0
115,114
0,116
116,0
117,116
118,116
0,119
119,0
120,119
121,119
0,122
122,0
123,122
0,124
124,0
125,124
0,126
126,0
127,126
0,128
128,0
129,128
